Index,Nama Obat,Kelas Terapi,Sub Kelas Terapi 1,Sub Kelas Terapi 2,Sub Kelas Terapi 3,Kekuatan,Satuan,Sediaan,Komposisi,Tingkat Faskes FPKTP,Tingkat Faskes FPKTL,PP,PRB,OEN,Program [P],Kanker [Ca],Restriksi Obat,Restriksi sediaan,Restriksi Kelas Terapi,Restriksi Sub Kelas Terapi,Restriksi Sub Sub Kelas Terapi,Restriksi Sub Sub Sub Kelas Terapi,Peresepan Maksimal
293,entekavir,ANTIINFEKSI,ANTIVIRUS,Antihepatitis,,1,mg,tab sal selaput,,,,,,,,,"""Diberikan oleh dokter yang memiliki kompetensi di bidang ilmu gastroentero-hepatologi, atau gastroentero-hepatologi anak, atau penyakit dalam  dengan melampirkan:
a) Hasil pemeriksaan HBeAg.
b) Pemeriksaan ALT meningkat 2x di atas batas atas normal dalam 3 bulan, atau 
c) Histologi/transient elastography atau AST Platelet Ratio Index (APRI) sesuai minimal dengan F2.""",,,,,,
294,epinefrin (adrenalin),OBAT KARDIOVASKULAR,OBAT untuk SYOK KARDIOGENIK dan SEPSIS,,,1,mg/mL,inj,,,,,,,,,,,,,,,
295,epinefrin (adrenalin),OBAT untuk SALURAN NAPAS,ANTIASMA,,,1,mg/mL,inj,,,,,,,,,,,,,,,
296,epinefrin (adrenalin),ANTIALERGI dan OBAT untuk ANAFILAKSIS,,,,1,mg/mL,inj,,,,,,,,,,,,,,,
297,epirubisin,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antibiotik Sitotoksik Dan Senyawa Sejenis,,50,mg,serb inj,,,,,,,,,"Pemeriksaan echocardiogram dilakukan sebelum pemberian siklus pertama dan setiap kali setelah mencapai dosis kumulatif 300 mg/m2, kecuali bila terjadi perubahan klinis (gangguan kardiologis) atau komorbiditas yang menyebabkan komplikasi kardiologis.",,,,,,Dosis kumulatif seumur hidup maks 900 mg/m2 LPT.
298,epirubisin,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antibiotik Sitotoksik Dan Senyawa Sejenis,,2,mg/mL,inj,,,,,,,,,"Pemeriksaan echocardiogram dilakukan sebelum pemberian siklus pertama dan setiap kali setelah mencapai dosis kumulatif 300 mg/m2, kecuali bila terjadi perubahan klinis (gangguan kardiologis) atau komorbiditas yang menyebabkan komplikasi kardiologis.",,,,,,Dosis kumulatif seumur hidup maks 900 mg/m2 LPT.
299,ergotamin,ANTIMIGREN DAN ANTIVERTIGO,ANTIMIGREN,Serangan Akut,,1,mg,tab,,,,,,,,,Hanya digunakan untuk serangan migren akut atau cluster headache.,,,,,,8 tab/minggu.
300,eribulin,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antineoplastik Lain,,"0,44",mg/mL,inj,,,,,,,,,"""a) Untuk kanker payudara metastatik, yang sudah pernah mendapatkan terapi antrasiklin atau taksan sebelumnya (hari ke 1 dan 8, siklus 21 hari).
atau
b) Untuk Liposarcoma non operable/metastatik yang sudah pernah menjalani kemoterapi antrasiklin sebelumnya (hari ke-1 dan 8, siklus 21 hari).""",,,,,,"12 kali (6 siklus) atau hingga terjadi progress diseases (perburukan penyakit), mana yang lebih dahulu dicapai."
301,eritromisin,ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,Makrolid,200,mg/5 mL,sir kering,,,,,,,,,,,,,,,"""- 5 hari.
- Untuk Streptococcus pyogenes dan difteri: 10 hari."""
302,eritromisin,ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,Makrolid,250,mg,tab/kaps,,,,,,,,,,,,,,,"""- 4 tab/kaps per hari selama 5 hari.
- Untuk Streptococcus pyogenes dan difteri: 10 hari."""
303,eritromisin,ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,Makrolid,500,mg,tab/kaps,,,,,,,,,,,,,,,"""- 4 tab/kaps per hari selama 5 hari.
- Untuk Streptococcus pyogenes dan difteri: 10 hari."""
304,eritropoietin-alfa,OBAT yang MEMENGARUHI DARAH,HEMATOPOETIK,,,10000,IU,inj,,,,,,,,,,"""a) Hanya untuk pasien kanker yang mengalami anemia pada penggunaan kemoterapi yang myelosupresif, dengan kadar Hb < 10 g/dL.
b) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu hematologi onkologi medik, atau ginjal hipertensi, atau onkologi lain, atau penyakit dalam.""",,,,,50-100 IU/kgBB diberikan maks 2x seminggu.
305,eritropoietin-alfa,OBAT yang MEMENGARUHI DARAH,HEMATOPOETIK,,,2000,IU,inj,,,,,,,,,,"""Hanya untuk penderita CKD Stadium 4, 5, dan 5 dengan dialisis (HD, CAPD) dengan kriteria berikut:
a) Kadar Hb < 10 g/dL (terapi awal) dan 10−12 g/dL (terapi rumatan).
b) Kadar besi normal (SI > 60 mcg/dL) dan/atau indeks saturasi besi (SI/TIBC x 100%) > 20%.""",,,,,50-100 IU/kgBB diberikan maks 2x seminggu.
306,eritropoietin-alfa,OBAT yang MEMENGARUHI DARAH,HEMATOPOETIK,,,3000,IU,inj,,,,,,,,,,"""Hanya untuk penderita CKD Stadium 4, 5, dan 5 dengan dialisis (HD, CAPD) dengan kriteria berikut:
a) Kadar Hb < 10 g/dL (terapi awal) dan 10−12 g/dL (terapi rumatan).
b) Kadar besi normal (SI > 60 mcg/dL) dan/atau indeks saturasi besi (SI/TIBC x 100%) > 20%.""",,,,,50-100 IU/kgBB diberikan maks 2x seminggu.
307,eritropoietin-alfa,OBAT yang MEMENGARUHI DARAH,HEMATOPOETIK,,,40000,IU,inj,,,,,,,,,,"""a) Hanya untuk pasien kanker yang mengalami anemia pada penggunaan kemoterapi yang myelosupresif, dengan kadar Hb < 10 g/dL.
b) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu hematologi onkologi medik.""",,,,,1x per minggu.
308,eritropoietin-alfa,OBAT yang MEMENGARUHI DARAH,HEMATOPOETIK,,,4000,IU,inj,,,,,,,,,,"""Hanya untuk penderita CKD Stadium 4, 5, dan 5 dengan dialisis (HD, CAPD) dengan kriteria berikut:
a) Kadar Hb < 10 g/dL (terapi awal) dan 10−12 g/dL (terapi rumatan).
b) Kadar besi normal (SI > 60 mcg/dL) dan/atau indeks saturasi besi (SI/TIBC x 100%) > 20%.""",,,,,50-100 IU/kgBB diberikan maks 2x seminggu.
309,eritropoietin-beta,OBAT yang MEMENGARUHI DARAH,HEMATOPOETIK,,,2000,IU,inj,,,,,,,,,"""Hanya untuk penderita CKD dengan kriteria berikut:
a) Kadar Hb < 10 g/dL (terapi awal) dan 10−12 g/dL (terapi rumatan).
b) Kadar besi normal (SI > 60 mcg/dL) dan/atau indeks saturasi besi (SI/TIBC x 100%) > 20%.""",,,,,,50−100 IU/kg BB diberikan maks 2x seminggu.
310,erlotinib,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Penghambat Protein Kinase,,150,mg,tab sal selaput,,,,,,,,,"""a) Untuk NSCLC jenis non squamous yang locally advanced atau metastatik dengan EGFR exon 19 delesi atau mutasi subsitusi exon 21 (L858R), pada pasien yang belum pernah mendapatkan TKI sebelumnya.
b) Jika terjadi progresi pada salah satu (gefitinib, erlotinib, atau afatinib), maka tidak dapat diganti dengan obat-obat tersebut.""",,,,,,"""- 30 tab/bulan.
- Obat dihentikan jika respons terhadap obat kurang dari 50%, setelah 3 siklus. """
311,erlotinib,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Penghambat Protein Kinase,,100,mg,tab sal selaput,,,,,,,,,"""a) Untuk NSCLC jenis non squamous yang locally advanced atau metastatik dengan EGFR exon 19 delesi atau mutasi subsitusi exon 21 (L858R), pada pasien yang belum pernah mendapatkan TKI sebelumnya.
b) Jika terjadi progresi pada salah satu (gefitinib, erlotinib, atau afatinib), maka tidak dapat diganti dengan obat-obat tersebut.""",,,,,,"""- 30 tab/bulan.
- Obat dihentikan jika respons terhadap obat kurang dari 50%, setelah 3 siklus. """
312,esitalopram,PSIKOFARMAKA,ANTIDEPRESI,,,20,mg,tab,,,,,,,,,Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa.,,,,,,30 tab/bulan.
313,esitalopram,PSIKOFARMAKA,ANTIDEPRESI,,,10,mg,tab,,,,,,,,,Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa.,,,,,,30 tab/bulan.
314,esomeprazol,OBAT untuk SALURAN CERNA,ANTASIDA dan ANTIULKUS,,,40,mg,serb inj,,,,,,,,,,,,,,,1 amp/hari maks 3 hari.
315,estrogen terkonjugasi,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,HORMON KELAMIN dan OBAT yang MEMENGARUHI FERTILITAS,Estrogen,,"0,625",mg,tab,,,,,,,,,,,,,,,
316,etambutol,ANTIINFEKSI,ANTIINFEKSI KHUSUS,Antituberkulosis,,250,mg,tab,,,,,,,,,Tidak boleh digunakan sebagai single agent untuk TB.,,,,"""Catatan:
a) Disediakan oleh Program Kemenkes.
b) Penggunaan sesuai dengan Program Nasional Pengendalian TB.""",,
317,etambutol,ANTIINFEKSI,ANTIINFEKSI KHUSUS,Antituberkulosis,,500,mg,tab,,,,,,,,,Tidak boleh digunakan sebagai single agent untuk TB.,,,,"""Catatan:
a) Disediakan oleh Program Kemenkes.
b) Penggunaan sesuai dengan Program Nasional Pengendalian TB.""",,
318,etambutol,ANTIINFEKSI,ANTIINFEKSI KHUSUS,Antituberkulosis,,400,mg,tab,,,,,,,,,Tidak boleh digunakan sebagai single agent untuk TB.,,,,"""Catatan:
a) Disediakan oleh Program Kemenkes.
b) Penggunaan sesuai dengan Program Nasional Pengendalian TB.""",,
319,etanercept,ANTINEOPLASTIK dan IMUNOMODULATOR,IMUNOSUPRESAN,,,50,mg/mL,inj,,,,,,,,,"""a) Digunakan untuk pasien Rheumatoid Arthritis (RA) yang telah gagal minimal dengan dua (2) DMARDs konvensional pada dosis maksimal, yaitu 3 bulan tidak memberikan perbaikan atau 6 bulan tidak mencapai target terapi (masih high disease activity).
b) Digunakan untuk pasien Ankylosing Spondylitis (AS) yang tidak respons dengan NSAID.
c) Untuk kasus (a) dan (b) hanya boleh diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu reumatologi atau penyakit dalam.
d) Untuk artritis idiopatik juvenil poliartikular, sebagai subgrup dari juvenile idiopathic arthtritis, pada pasien anak usia 4 - 17 tahun, yang refrakter dengan terapi DMARDs.
e) Untuk artritis idiopatik juvenil poliartikular, diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu alergi-imunologi anak atau penyakit anak.""",,,,,,4 vial/bulan.
320,etanercept,ANTINEOPLASTIK dan IMUNOMODULATOR,IMUNOSUPRESAN,,,25,mg/mL,serb inj,,,,,,,,,"""a) Digunakan untuk pasien Rheumatoid Arthritis (RA) yang telah gagal minimal dengan dua (2) DMARDs konvensional pada dosis maksimal, yaitu 3 bulan tidak memberikan perbaikan atau 6 bulan tidak mencapai target terapi (masih high disease activity).
b) Digunakan untuk pasien Ankylosing Spondylitis (AS) yang tidak respons dengan NSAID.
c) Untuk kasus (a) dan (b) hanya boleh diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu reumatologi atau penyakit dalam.
d) Untuk artritis idiopatik juvenil poliartikular, sebagai subgrup dari juvenile idiopathic arthtritis, pada pasien anak usia 4 - 17 tahun, yang refrakter dengan terapi DMARDs.
e) Untuk artritis idiopatik juvenil poliartikular, diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu alergi-imunologi anak atau penyakit anak.""",,,,,,8 vial/bulan.
321,etanol 70%,ANTISEPTIK dan DISINFEKTAN,DISINFEKTAN,,,70,%,lar,,,,,,,,,,,,,,,
322,etil klorida,ANESTETIK,ANESTETIK LOKAL,,,100,mL,spray,,,,,,,,,,,,,,,
323,etil klorida,OBAT dan BAHAN untuk GIGI,PREPARAT LAINNYA,,,100,mL,spray,,,,,,,,,,,,,,,
324,etonogestrel,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,HORMON KELAMIN dan OBAT yang MEMENGARUHI FERTILITAS,Kontrasepsi,"Kontrasepsi, Implan",68,mg,implan,,,,,,,,,,,,,,,
325,etoposid,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Alkaloid Dan Produk Natural Lain,,20,mg/mL,inj,,,,,,,,,"Untuk kanker testis, Small Cell  Lung Cancer, limfoma maligna.",,,,,,"100 mg/m²/hari, selama 3−5 hari."
326,eugenol,OBAT dan BAHAN untuk GIGI,ANTISEPTIK dan BAHAN untuk PERAWATAN SALURAN AKAR GIGI,,,,,lar,,,,,,,,,,,,,,,
327,everolimus,ANTINEOPLASTIK dan IMUNOMODULATOR,IMUNOSUPRESAN,,,"0,75",mg,tab,,,,,,,,,Digunakan untuk pencegahan penolakan organ pada pasien dewasa dengan risiko imunologi rendah hingga sedang yang menerima transplantasi alogenik ginjal atau hati.,,,,,,
328,everolimus,ANTINEOPLASTIK dan IMUNOMODULATOR,IMUNOSUPRESAN,,,"0,5",mg,tab,,,,,,,,,Digunakan untuk pencegahan penolakan organ pada pasien dewasa dengan risiko imunologi rendah hingga sedang yang menerima transplantasi alogenik ginjal atau hati.,,,,,,
329,everolimus,ANTINEOPLASTIK dan IMUNOMODULATOR,IMUNOSUPRESAN,,,"0,25",mg,tab,,,,,,,,,Digunakan untuk pencegahan penolakan organ pada pasien dewasa dengan risiko imunologi rendah hingga sedang yang menerima transplantasi alogenik ginjal atau hati.,,,,,,
330,faktor IX,PRODUK DARAH dan PENGGANTI PLASMA,PRODUK DARAH,,,50,IU/mL,inj,,,,,,,,,Hanya digunakan untuk penderita dengan defisiensi faktor IX.,,,,,,
331,faktor IX,PRODUK DARAH dan PENGGANTI PLASMA,PRODUK DARAH,,,250,IU,inj,,,,,,,,,Hanya digunakan untuk penderita dengan defisiensi faktor IX.,,,,,,
332,faktor IX,PRODUK DARAH dan PENGGANTI PLASMA,PRODUK DARAH,,,500,IU,inj,,,,,,,,,Hanya digunakan untuk penderita dengan defisiensi faktor IX.,,,,,,
333,faktor IX,PRODUK DARAH dan PENGGANTI PLASMA,PRODUK DARAH,,,1000,IU,inj,,,,,,,,,Hanya digunakan untuk penderita dengan defisiensi faktor IX.,,,,,,
334,faktor VIII (konsentrat),PRODUK DARAH dan PENGGANTI PLASMA,PRODUK DARAH,,,250,IU,inj,,,,,,,,,FVIII (unit) = BB (kg) x % (target kadar plasma-kadar FVIII pasien) x 0.5.,"""a) Untuk terapi kasus hemofilia A.
b) Dibawah pengawasan ahli hematologi dan/atau ahli penyakit dalam dan anak.""",,,,,
335,faktor VIII (konsentrat),PRODUK DARAH dan PENGGANTI PLASMA,PRODUK DARAH,,,500,IU,inj,,,,,,,,,FVIII (unit) = BB (kg) x % (target kadar plasma-kadar FVIII pasien) x 0.5.,"""a) Untuk terapi kasus hemofilia A.
b) Dibawah pengawasan ahli hematologi dan/atau ahli penyakit dalam dan anak.""",,,,,
336,faktor VIII (konsentrat),PRODUK DARAH dan PENGGANTI PLASMA,PRODUK DARAH,,,480-600,IU,inj,,,,,,,,,FVIII (unit) = BB (kg) x % (target kadar plasma-kadar FVIII pasien) x 0.5.,,,,,,
337,faktor VIII (konsentrat),PRODUK DARAH dan PENGGANTI PLASMA,PRODUK DARAH,,,230-340,IU,inj,,,,,,,,,FVIII (unit) = BB (kg) x % (target kadar plasma-kadar FVIII pasien) x 0.5.,,,,,,
338,faktor VIII (konsentrat),PRODUK DARAH dan PENGGANTI PLASMA,PRODUK DARAH,,,1000,IU,inj,,,,,,,,,FVIII (unit) = BB (kg) x % (target kadar plasma-kadar FVIII pasien) x 0.5.,"""a) Untuk terapi kasus hemofilia A.
b) Dibawah pengawasan ahli hematologi dan/atau ahli penyakit dalam dan anak.""",,,,,
339,faktor VIIa (rekombinan),PRODUK DARAH dan PENGGANTI PLASMA,PRODUK DARAH,,,1,mg,inj,,,,,,,,,"""Hanya diberikan untuk:
a) Penderita hemofilia dengan inhibitor terhadap faktor VIII atau faktor IX.
b) Penderita dengan hemofilia kongenital yang memiliki respons anamnestik tinggi terhadap pemberian faktor VIII atau faktor IX.
c) Mencegah episode perdarahan pada penderita dengan defisiensi faktor VII kongenital, penderita hemofilia didapat (acquired) atau penderita glanzmann thrombastenia.
d) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu hematologi dewasa atau hematologi anak.""",,,,,,
340,"faktor koagulasi II, faktor koagulasi VII, faktor koagulasi IX, faktor koagulasi X",OBAT yang MEMENGARUHI DARAH,OBAT yang MEMENGARUHI KOAGULASI,,,250,IU/10 mL,serb inj,,,,,,,,,Terapi perdarahan dan/atau pencegahan perdarahan pada pasien yang mengalami defisiensi faktor protrombin kompleks dapatan atau turunan.,,,,,,
341,"faktor koagulasi II, faktor koagulasi VII, faktor koagulasi IX, faktor koagulasi X",OBAT yang MEMENGARUHI DARAH,OBAT yang MEMENGARUHI KOAGULASI,,,500,IU/20 mL,serb inj,,,,,,,,,Terapi perdarahan dan/atau pencegahan perdarahan pada pasien yang mengalami defisiensi faktor protrombin kompleks dapatan atau turunan.,,,,,,
342,febuksostat,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANTIPIRAI,,,40,mg,tab,,,,,,,,,"""a) Hanya untuk artritis gout dengan alergi alopurinol.
b) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu penyakit dalam.""",,,,,,60 tab/bulan.
343,fenilefrin HCl,OBAT untuk MATA,MIDRIATIK,,,10,%,tts mata,,,,,,,,,Tidak diberikan pada pasien hipertensi.,,,,,,
344,fenilefrin HCl,OBAT KARDIOVASKULAR,HIPOTENSI akibat ANESTESI REGIONAL,,,10,mg/mL,inj,,,,,,,,,,,,,,,
345,fenitoin,ANTIEPILEPSI - ANTIKONVULSI,,,,30,mg,kaps,,,,,,,,,,,,,,,90 kaps/bulan.
346,fenitoin,ANTIEPILEPSI - ANTIKONVULSI,,,,100,mg,kaps,,,,,,,,,,,,,,,120 kaps/bulan.
347,fenitoin,ANTIEPILEPSI - ANTIKONVULSI,,,,50,mg/mL,inj,,,,,,,,,,,,,,,
348,fenobarbital,ANTIEPILEPSI - ANTIKONVULSI,,,,100,mg/mL,inj,,,,,,,,,,,,,,,
349,fenobarbital,ANTIEPILEPSI - ANTIKONVULSI,,,,30,mg,tab,,,,,,,,,,,,,,,120 tab/bulan.
350,fenobarbital,ANTIEPILEPSI - ANTIKONVULSI,,,,50,mg/mL,inj,,,,,,,,,,,,,,,40 mg/kgBB.
351,fenobarbital,ANTIEPILEPSI - ANTIKONVULSI,,,,100,mg,tab,,,,,,,,,,,,,,,60 tab/bulan.
352,fenofibrat,OBAT KARDIOVASKULAR,ANTIHIPERLIPIDEMIA,,,300,mg,kaps,,,,,,,,,"""a) Hanya untuk hipertrigliseridemia dengan kadar trigliserida > 250 mg/dL.
b) Pemeriksaan trigliserida dilakukan pada pasien yang telah menjalani puasa minimal 12 jam.""",,,,,,30 kaps/bulan.
353,fenofibrat,OBAT KARDIOVASKULAR,ANTIHIPERLIPIDEMIA,,,100,mg,kaps,,,,,,,,,"""a) Hanya untuk hipertrigliseridemia dengan kadar trigliserida > 250 mg/dL.
b) Pemeriksaan trigliserida dilakukan pada pasien yang telah menjalani puasa minimal 12 jam.""",,,,,,30 kaps/bulan.
354,fenoksimetil penisilin (penisilin V),ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,250,mg,tab,,,,,,,,,,,,,,,40 tab/bulan.
355,fenoksimetil penisilin (penisilin V),ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,500,mg,tab,,,,,,,,,,,,,,,20 tab/bulan.
356,fenoterol HBr,OBAT untuk SALURAN NAPAS,ANTIASMA,,,"0,1",%,cairan ih,,,,,,,,,Hanya untuk serangan asma akut.,,,,,,1 tbg/bulan.
357,fenoterol HBr,OBAT untuk SALURAN NAPAS,ANTIASMA,,,100,mcg/puff,aerosol,,,,,,,,,Hanya untuk serangan asma akut.,,,,,,1 tbg/bulan.
358,fentanil,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANALGESIK NARKOTIK,,,"12,5",mcg/jam,patch,,,,,,,,,"""patch:
- Untuk nyeri kronik pada pasien kanker yang tidak terkendali.
- Tidak untuk nyeri akut.""",,,,,,10 patch/bulan.
359,fentanil,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANALGESIK NARKOTIK,,,25,mcg/jam,patch,,,,,,,,,"""patch:
- Untuk nyeri kronik pada pasien kanker yang tidak terkendali.
- Tidak untuk nyeri akut.""",,,,,,10 patch/bulan.
360,fentanil,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANALGESIK NARKOTIK,,,"0,05",mg/mL,inj,,,,,,,,,inj: Hanya untuk nyeri berat dan harus diberikan oleh tim medis yang dapat melakukan resusitasi.,,,,,,5 amp/kasus.
361,fentanil,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANALGESIK NARKOTIK,,,50,mcg/jam,patch,,,,,,,,,"""patch:
- Untuk nyeri kronik pada pasien kanker yang tidak terkendali.
- Tidak untuk nyeri akut.""",Hanya boleh diresepkan oleh tim manajemen nyeri RS atau tim onkologi (tumor board) RS.,,,,,5 patch/bulan.
362,ferakrilum,OBAT dan BAHAN untuk GIGI,PREPARAT LAINNYA,,,1,%,cairan,,,,,,,,,,,,,,,
363,ferro sulfat,OBAT yang MEMENGARUHI DARAH,ANTIANEMI,,,150,mg/5 mL,sir,,,,,,,,,,,,,,,
364,ferro sulfat,OBAT yang MEMENGARUHI DARAH,ANTIANEMI,,,300,mg,tab sal selaput,,,,,,,,,,,,,,,
365,filgrastim,OBAT yang MEMENGARUHI DARAH,HEMATOPOETIK,,,300,mcg,inj,,,,,,,,,"""a) Hanya untuk leukopenia berat pra dan pascakemoterapi (leukosit kurang dari 4.000/mm3 dan neutrofil kurang dari 1.500/mm3).
b) Pemakaian protokol FLAG dan RICE.
""",,,,,,1 vial/hari selama 5 hari.
366,finasterid,DIURETIK dan OBAT untuk HIPERTROFI PROSTAT,OBAT untuk HIPERTROFI PROSTAT,,,5,mg,tab,,,,,,,,,,,,,,,30 tab/bulan.
367,fitomenadion (vitamin K1),OBAT yang MEMENGARUHI DARAH,OBAT yang MEMENGARUHI KOAGULASI,,,2,mg/mL,inj,,,,,,,,,,"""a) Dosis untuk bayi baru lahir 1 mg.
b) Dosis untuk bayi prematur 0,5 mg.""",,,,,
368,fitomenadion (vitamin K1),OBAT yang MEMENGARUHI DARAH,OBAT yang MEMENGARUHI KOAGULASI,,,10,mg/mL,inj,,,,,,,,,,,,,,,
369,fitomenadion (vitamin K1),OBAT yang MEMENGARUHI DARAH,OBAT yang MEMENGARUHI KOAGULASI,,,10,mg,tab,,,,,,,,,,,,,,,
370,fludarabin,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antimetabolit,,50,mg,serb inj,,,,,,,,,"""a) Hanya untuk BCLL
b) Sebagai alternatif pengganti klorambusil untuk terapi CLL (Chronic Lymphocytic 
Leukemia). """,,,,,,30 mg/m²/hari selama 5 hari.
371,fludarabin,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antimetabolit,,10,mg,tab sal,,,,,,,,,"""a) Hanya untuk BCLL
b) Sebagai alternatif pengganti klorambusil untuk terapi CLL (Chronic Lymphocytic 
Leukemia). """,,,,,,30 mg/m²/hari selama 5 hari.
372,flufenazin dekanoat,PSIKOFARMAKA,ANTIPSIKOTIK,,,25,mg/mL,inj,,,,,,,,,"""a) Hanya untuk rumatan pada pasien skizofrenia.
b) Terapi awal dapat diberikan di Puskesmas yang memiliki tenaga kesehatan terlatih dan mempunyai surat penugasan dari Kementerian Kesehatan.""",,,,,,1 amp/2 minggu.
373,flukonazol,ANTIINFEKSI,ANTIFUNGI,Antifungi Sistemik,,2,mg/mL,inf,,,,,,,,,"""a) Digunakan untuk kandidiasis 
sistemik/pada pasien immunocompromised.
b) Digunakan untuk berbagai 
bentuk kriptokokosis.
""",,,,,,
374,flukonazol,ANTIINFEKSI,ANTIFUNGI,Antifungi Sistemik,,150,mg,kaps,,,,,,,,,"""a) Digunakan untuk kandidiasis 
sistemik/pada pasien immunocompromised.
b) Digunakan untuk berbagai 
bentuk kriptokokosis.
""",,,,,,
375,flukonazol,ANTIINFEKSI,ANTIFUNGI,Antifungi Sistemik,,50,mg,kaps,,,,,,,,,"""a) Digunakan untuk kandidiasis 
sistemik/pada pasien immunocompromised.
b) Digunakan untuk berbagai 
bentuk kriptokokosis.
""",,,,,,
376,fluoksetin,PSIKOFARMAKA,ANTIOBSESI KOMPULSI,,,10,mg,tab/kaps,,,,,,,,,,,,,,,30 tab/kaps per bulan.
377,fluoksetin,PSIKOFARMAKA,ANTIDEPRESI,,,10,mg,tab/kaps,,,,,,,,,,,,,,,60 tab/kaps per bulan.
378,fluoksetin,PSIKOFARMAKA,ANTIDEPRESI,,,20,mg,tab/kaps,,,,,,,,,,,,,,,"""- FPKTP: 30 tab/kaps per bulan.
- FPKTL: 60 tab/kaps per bulan."""
379,fluoksetin,PSIKOFARMAKA,ANTIOBSESI KOMPULSI,,,20,mg,tab/kaps,,,,,,,,,,,,,,,30 tab/kaps per bulan.
380,fluor,OBAT dan BAHAN untuk GIGI,OBAT untuk PENCEGAHAN KARIES,,,,,sediaan topikal,,,,,,,,,,,,,,,
381,fluor,OBAT dan BAHAN untuk GIGI,OBAT untuk PENCEGAHAN KARIES,,,1,mg,tab,,,,,,,,,,,,,,,
382,fluorometolon,OBAT untuk MATA,ANTIINFLAMASI,,,"0,1",%,tts mata,,,,,,,,,,,,,,,
383,fluorourasil,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antimetabolit,,50,mg/mL,inj,,,,,,,,,"Untuk kanker kepala dan leher, saluran cerna, payudara, leher rahim.",,,,,,"""- Untuk nasofaring: 1.000 mg/m²/hari selama seminggu.
- Untuk kolorektal: 2.800 mg/m²/46 jam diulang tiap 2 minggu. """
384,flusinolon asetonid,OBAT TOPIKAL untuk KULIT,ANTIINFLAMASI dan ANTIPRURITIK,,,"0,025",%,salep,,,,,,,,,,,,,,,
385,flusinolon asetonid,OBAT TOPIKAL untuk KULIT,ANTIINFLAMASI dan ANTIPRURITIK,,,"0,025",%,krim,,,,,,,,,,,,,,,
386,flutikason furoat,OBAT untuk TELINGA HIDUNG dan TENGGOROK,,,,"27,5",mcg/spray,susp,,,,,,,,,Pemberian hanya pada pagi hari dengan dosis 1 kali sehari.,,,,,,1 btl/bulan.
387,flutikason propionat,OBAT untuk SALURAN NAPAS,ANTIASMA,,,"0,5",mg/dosis,cairan ih,,,,,,,,,,Hanya untuk serangan asma akut.,,,,,"Hari pertama maks 5 vial/hari, selanjutnya 2 vial/hari paling lama 5 hari."
388,flutikason propionat,OBAT untuk SALURAN NAPAS,ANTIASMA,,,50,mcg/dosis,MDI/aerosol,,,,,,,,,,Untuk rumatan asma (Tidak untuk serangan asma akut).,,,,,1 canister/bulan.
389,fluvoksamin,PSIKOFARMAKA,ANTIOBSESI KOMPULSI,,,50,mg,tab sal selaput,,,,,,,,,Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa.,,,,,,"""Dosis awal: 50 mg/hari (3−5 hari)
Dosis rumatan: maks 300 mg/hari."""
390,fluvoksamin,PSIKOFARMAKA,ANTIDEPRESI,,,50,mg,tab sal selaput,,,,,,,,,Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa.,,,,,,180 tab/bulan.
